item_sku,fulfillment_loc,item_class,hstk_std_cost,P_f,sigma_demand_qty,F,H,L_t,sigma_LT,D,avg_margin_loss_intensity,avg_unit_margin_impact,S_score,item_specific_z,safety_stock_qty,Reorder_Point,total_safety_stock_value
SKU-0839,CREP,RRR,69.33,1,0.0,0.001,#####,14,3.5,0.007,-30.74,-30.74,0.1814838386,1.65,1,1.104477612,69.33
SKU-0056,HSTK,Diagnostic Tools : Smoke Diagnostics,71.63,1,0.0,0.001,0,7,1.75,0.007,64.9,-64.9,0.1828864254,1.65,1,1.052238806,71.63
SKU-0722,CSTK,RRR : RRR Service Part,71.08,1,0.0,0.001,0.9182958312,7,1.75,0.007,-230.47,230.47,0.2704557644,2.33,1,1.052238806,71.08
SKU-0523,HSTK,RRR,0.89,1,14.5143607,0.005,0,7,1.75,0.5970149254,0.85,-0.85,0.2473459307,1.96,76,80.17910448,67.64
SKU-0397,HREP,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,70.69,1,0.0,0.002,0.9182958312,7,1.75,0.01492537313,-70.83,70.83,0.2641227277,1.96,1,1.104477612,70.69
SKU-0397,CSTK,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,68.32,1,0.0,0.001,0.9182958312,7,1.75,0.007,-115.88,115.88,0.2657507757,2.33,1,1.052238806,68.32
SKU-0678,CSTK,Service Equipment : PM Equipment,5.59,1,2.228601953,0.007,0,7,1.75,0.1865671642,5.33,-5.33,0.1917479939,1.96,12,13.30597015,67.08
SKU-1075,HREP,Diagnostic Tools : Smoke Diagnostics : Adapters,55.1,1,0.0,0.001,#####,7,1.75,0.007,-56.71,56.71,0.1825501494,1.65,1,1.052238806,55.1
SKU-0249,HREP,Instruments : Digital Manifolds,10.42,1,0.0,0.001,#####,7,1.75,1.865671642,-10.5126,-10.55,0.1806540829,1.65,6,19.05970149,62.52
SKU-1029,HREP,RM,54.35,1,0.0,0.001,#####,7,1.75,0.007,-21.81,21.81,0.1811171788,1.65,1,1.052238806,54.35
SKU-0454,CSTK,Service Equipment : Airlift,55.21,1,0.0,0.001,1.521928091,7,1.75,0.007,-62.86,62.86,0.3166678864,2.33,1,1.052238806,55.21
SKU-0454,HREP,Service Equipment : Airlift,63.67,1,0.0,0.002,1.521928091,7,1.75,0.01492537313,-67.36,67.36,0.3170743283,2.33,1,1.104477612,63.67
SKU-0454,CREP,Service Equipment : Airlift,54.36,1,0.0,0.002,1.521928091,14,3.5,0.01492537313,-89.9,89.9,0.3179998056,2.33,1,1.208955224,54.36
SKU-0390,HREP,Diagnostic Tools : Injection/Kits/UV Lights,7.04,1,1.549193338,0.009,0.9456603017,7,1.75,0.09,-4.548571429,4.548571429,0.2720063605,2.33,10,10.62686567,70.4
SKU-1034,CSTK,Instruments : Measurement & Test,61.45,1,0.0,0.001,1.224394441,7,1.75,0.007,-77.62,77.62,0.2911035608,2.33,1,1.052238806,61.45
SKU-0754,CREP,RRR,66.06,1,0.0,0.002,0.9182958312,14,3.5,0.01492537313,-124.79,124.79,0.2663382892,2.33,1,1.208955224,66.06
SKU-0720,HREP,RRR : RRR Service Part,55.69,1,0.0,0.001,#####,7,1.75,0.007,-130.3,130.3,0.1855717055,1.96,1,1.052238806,55.69
SKU-0384,HSTK,RRR,22.88,1,0.5773502692,0.004,0,7,1.75,0.037,20.72,-20.72,0.184157992,1.96,3,3.26119403,68.64
SKU-0431,HSTK,RRR,3.24,1,3.535533906,0.002,0,7,1.75,0.1119402985,3.26,-3.26,0.1967574179,1.96,19,19.78358209,61.56
SKU-0771,HSTK,Tools : Tubing Tools,10.34,1,1.069044968,0.01354679803,0,7,1.75,0.09,10.16,-10.16,0.1877480235,1.96,6,6.626865672,62.04
SKU-0677,CSTK,Service Equipment : PM Equipment,7.95,1,1.380131119,0.009,0,7,1.75,0.1417910448,7.61,-7.61,0.1881803,1.96,8,8.992537313,63.6
SKU-0208,CREP,Service Equipment : PM Equipment,61.54,1,0.0,0.001,#####,14,3.5,0.007,-12.9,12.9,0.1807513401,1.65,1,1.104477612,61.54
SKU-1051,HSTK,Service Equipment : Vacuum Pumps,61.73,1,0.0,0.001,#####,7,1.75,0.007,60.58,-60.58,0.182709049,1.65,1,1.052238806,61.73
SKU-1051,HREP,Service Equipment : Vacuum Pumps,65.02,1,0.0,0.001,#####,7,1.75,0.007,60.58,-60.58,0.182709049,1.65,1,1.052238806,65.02
SKU-1051,CREP,Service Equipment : Vacuum Pumps,66.15,1,0.0,0.001,#####,14,3.5,0.007,-157.58,157.58,0.1866918,1.96,1,1.104477612,66.15
SKU-0814,HREP,RRR : RRR Service Part,19.02,1,0.5773502692,0.004,#####,7,1.75,0.02985074627,-10.4,10.4,0.1837342596,1.96,3,3.208955224,57.06
SKU-0992,HSTK,Tools : Tubing Tools,67.65,1,0.0,0.001,0,7,1.75,0.007,60.05,-60.05,0.1826872877,1.65,1,1.052238806,67.65
SKU-0091,HSTK,Service Equipment : PM Equipment,18.9,1,0.3333333333,0.01108374384,1.499999996,7,1.75,0.075,19.77,-19.77,0.3162687804,2.33,3,3.52238806,56.7
SKU-0764,CSTK,Tools : Tubing Tools,54.99,1,0.0,0.001,0,7,1.75,0.007,59.02,-59.02,0.1826449966,1.65,1,1.052238806,54.99
SKU-0072,HSTK,Service Equipment : PM Equipment,55.03,1,0.0,0.001,0,7,1.75,0.007,58.33,-58.33,0.1826166656,1.65,1,1.052238806,55.03
SKU-0048,HREP,Diagnostic Tools : Smoke Diagnostics,55.85,1,0.0,0.002,0,7,1.75,0.01492537313,58.33,-58.33,0.1828383405,1.65,1,1.104477612,55.85
SKU-0628,HSTK,Service Equipment : PM Equipment,55.04,1,0.0,0.001,0,7,1.75,0.007,58.24,-58.24,0.1826129703,1.65,1,1.052238806,55.04
SKU-0192,CSTK,Service Equipment : PM Equipment : PM Adapters,64.15,1,0.0,0.001,0,7,1.75,0.007,58.15,-58.15,0.182609275,1.65,1,1.052238806,64.15
SKU-0136,CSTK,Service Equipment : PM Equipment : PM Adapters,58.87,1,0.0,0.001,0,7,1.75,0.007,57.81,-57.81,0.1825953148,1.65,1,1.052238806,58.87
SKU-0361,HSTK,RRR,0.89,1,14.14213562,0.002,0,7,1.75,0.2985074627,0.78,-0.78,0.2451962351,1.96,74,76.08955224,65.86
SKU-1069,HREP,Diagnostic Tools : Smoke Diagnostics : Adapters,50.44,1,0.0,0.002,0.9709505916,7,1.75,0.01492537313,-59.34,59.34,0.2682823451,2.33,1,1.104477612,50.44
SKU-0485,HSTK,RRR,2.19,1,5.196152423,0.004,0,7,1.75,0.1567164179,2.12,-2.12,0.2045320325,1.96,27,28.09701493,59.13
SKU-1019,CREP,Instruments : Measurement & Test,50.26,1,0.0,0.001,#####,14,3.5,0.007,-32.9,32.9,0.1815725267,1.65,1,1.104477612,50.26
SKU-0226,CREP,Service Equipment : PM Equipment,56.1,1,0.0,0.001,#####,14,3.5,0.007,-44.08,44.08,0.18203157,1.65,1,1.104477612,56.1
SKU-0228,CREP,Service Equipment : EGR,54.5,1,0.0,0.001,#####,14,3.5,0.007,-30.14,30.14,0.181459203,1.65,1,1.104477612,54.5
SKU-0390,CREP,Diagnostic Tools : Injection/Kits/UV Lights,6.6,1,1.0,0.005,0.9456603017,14,3.5,0.045,-5.23,5.23,0.2688559558,2.33,9,9.626865672,59.4
SKU-0224,HREP,Service Equipment : PM Equipment,58.7,1,0.0,0.001,#####,7,1.75,0.01492537313,-24.71,24.71,0.1812362508,1.65,1,1.104477612,58.7
SKU-0725,CREP,RRR,50.25,1,0.0,0.001,0.3095434263,14,3.5,0.007,-46.64,46.64,0.2093633952,1.96,1,1.104477612,50.25
SKU-0870,HREP,RRR : RRR Service Part,9.85,1,0.7071067812,0.002,1.499999996,7,1.75,0.0223880597,-20.23,20.23,0.3164465013,2.33,5,5.156716418,49.25
SKU-0270,HREP,Diagnostic Tools : Injection/Kits/UV Lights,52.74,1,0.0,0.001,#####,7,1.75,0.075,-23.28,23.28,0.181177536,1.65,1,1.52238806,52.74
SKU-0698,HSTK,Instruments : Measurement & Test,49.41,1,0.0,0.001,0,7,1.75,0.0223880597,53.56,-53.56,0.1824208126,1.65,1,1.156716418,49.41
SKU-0793,CREP,RRR : RRR Replacement Part,55.37,1,0.0,0.001,0.9219280906,14,3.5,0.007,-133.55,133.55,0.2667957791,2.33,1,1.104477612,55.37
SKU-0891,HSTK,"Manifolds, Hoses, Accessories : Hoses",52.8,1,0.0,0.001,0,7,1.75,0.0223880597,52.52,-52.52,0.1823781109,1.65,1,1.156716418,52.8
SKU-0451,HSTK,RM,0.94,1,11.71324037,0.007,0,7,1.75,0.4029850746,0.86,-0.86,0.2349704875,1.96,61,63.82089552,57.34
SKU-0139,HREP,Other,59.92,1,0.0,0.001,#####,7,1.75,0.007,-12.82,12.82,0.1807480554,1.65,1,1.052238806,59.92
SKU-1022,HREP,RRR : RRR Service Part,50.26,1,0.0,0.001,#####,7,1.75,0.01492537313,-78.03,78.03,0.1834255343,1.96,1,1.104477612,50.26
SKU-0205,HREP,Service Equipment : PM Equipment,58.61,1,0.0,0.006,1.298794936,7,1.75,0.037,-68.23,68.23,0.2981488061,2.33,1,1.26119403,58.61
SKU-0205,CREP,Service Equipment : PM Equipment,56.5,1,0.0,0.002,1.298794936,14,3.5,0.01492537313,-145.34,145.34,0.3006498665,2.33,1,1.208955224,56.5
SKU-0741,HREP,RRR : RRR Service Part,11.62,1,0.7071067812,0.002,#####,7,1.75,0.0223880597,-10.81,10.81,0.1841232439,1.96,4,4.156716418,46.48
SKU-0962,CREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",8.16,1,0.7071067812,0.002,0.9182958312,14,3.5,0.0223880597,-15.395,15.395,0.2650826467,2.33,7,7.313432836,57.12
SKU-0772,HSTK,Tools : Tubing Tools,25.66,1,0.3015113446,0.01477832512,0,7,1.75,0.09,25.8,-25.8,0.1850992826,1.96,2,2.626865672,51.32
SKU-1031,HREP,Diagnostic Tools : Injection/Kits/UV Lights,54.78,1,0.0,0.001,#####,7,1.75,0.007,-16.8,-16.8,0.1809114715,1.65,1,1.052238806,54.78
SKU-0370,HSTK,RRR,54.09,1,0.0,0.001,0,7,1.75,0.007,50.99,-50.99,0.1823152902,1.65,1,1.052238806,54.09
SKU-0140,HREP,Service Equipment : PM Equipment : PM Adapters,56.72,1,0.0,0.001,1,7,1.75,0.007,-36.96,36.96,0.2696968799,2.33,1,1.052238806,56.72
SKU-0140,CREP,Service Equipment : PM Equipment : PM Adapters,54.81,1,0.0,0.001,1,14,3.5,0.007,-39.52,39.52,0.2698019918,2.33,1,1.104477612,54.81
SKU-0073,CREP,Service Equipment : PM Equipment,55.69,1,0.0,0.001,#####,14,3.5,0.007,-21.28,-21.28,0.1810954173,1.65,1,1.104477612,55.69
SKU-0195,HSTK,Service Equipment : PM Equipment : PM Adapters,47.77,1,0.0,0.001,0,7,1.75,0.007,50.48,-50.48,0.1822943499,1.65,1,1.052238806,47.77
SKU-0013,HREP,Diagnostic Tools : Smoke Diagnostics,57.43,1,0.0,0.001,0,7,1.75,0.007,50.29,-50.29,0.1822865486,1.65,1,1.052238806,57.43
SKU-0087,HSTK,RRR,52.7,1,0.0,0.002,1,7,1.75,0.01492537313,-4.64,4.64,0.2685915172,2.33,1,1.104477612,52.7
SKU-0087,HREP,RRR,54.39,1,0.0,0.001,1,7,1.75,0.007,-59.54,59.54,0.2706239996,2.33,1,1.052238806,54.39
SKU-0835,HSTK,Tools : Tubing Tools,55.64,1,0.0,0.002,0,7,1.75,0.01492537313,50.23,-50.23,0.1825057599,1.65,1,1.104477612,55.64
SKU-0835,HREP,Tools : Tubing Tools,44.56,1,0.0,0.002,0,7,1.75,0.01492537313,50.23,-50.23,0.1825057599,1.65,1,1.104477612,44.56
SKU-0203,HREP,Service Equipment : PM Equipment,47.71,1,0.0,0.001,0.9182958312,7,1.75,0.007,-14.9,14.9,0.2616046045,1.96,1,1.052238806,47.71
SKU-0843,HREP,RRR : RRR Service Part,54.43,1,0.0,0.005,0.721928092,7,1.75,0.02985074627,-82.91,82.91,0.2477900288,1.96,1,1.208955224,54.43
SKU-0843,CREP,RRR : RRR Service Part,55.71,1,0.0,0.001,0.721928092,14,3.5,0.007,-151.1,151.1,0.24992484,1.96,1,1.104477612,55.71
SKU-0350,CREP,Diagnostic Tools : Injection/Kits/UV Lights,13.27,1,0.4472135955,0.006,1.548794935,14,3.5,0.045,-13.816,13.816,0.31995067,2.33,4,4.626865672,53.08
SKU-0229,CREP,Service Equipment : EGR,48.49,1,0.0,0.001,#####,14,3.5,0.007,-28.93,28.93,0.1814095212,1.65,1,1.104477612,48.49
SKU-0389,HREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",8.99,1,0.894427191,0.007,0.8112781216,7,1.75,0.052,-38.24833333,38.24833333,0.2583519258,1.96,5,5.365671642,44.95
SKU-0723,HREP,RRR : RRR Service Part,48.62,1,0.0,0.001,#####,7,1.75,0.0223880597,-6.9,6.9,0.1805049841,1.65,1,1.156716418,48.62
SKU-1032,HREP,Diagnostic Tools : Injection/Kits/UV Lights,46.6,1,0.0,0.001,#####,7,1.75,0.007,-27.15,27.15,0.1813364356,1.65,1,1.052238806,46.6
SKU-0286,CSTK,Diagnostic Tools : Injection/Kits/UV Lights,53.58,1,0.0,0.001,1.378783489,7,1.75,0.007,-33.76,33.76,0.3028823968,2.33,1,1.052238806,53.58
SKU-0701,HREP,Diagnostic Tools : Injection/Kits/UV Lights,48.97,1,0.0,0.001,#####,7,1.75,0.045,-13.0,13.0,0.180755446,1.65,1,1.313432836,48.97
SKU-0396,HREP,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,46.44,1,0.0,0.001,#####,7,1.75,0.007,-55.54,55.54,0.18250211,1.65,1,1.052238806,46.44
SKU-0430,HSTK,RRR,47.52,1,0.0,0.002,0,7,1.75,0.01492537313,47.54,-47.54,0.1823953103,1.65,1,1.104477612,47.52
SKU-0735,HREP,RRR,53.35,1,0.0,0.002,#####,7,1.75,0.01492537313,-2.59,2.59,0.1805496933,1.65,1,1.104477612,53.35
SKU-0272,HREP,Diagnostic Tools : Injection/Kits/UV Lights,48.21,1,0.0,0.001,#####,7,1.75,0.01492537313,-1.06,1.06,0.1802651976,1.28,1,1.104477612,48.21
SKU-0763,HSTK,Tools : Tubing Tools,42.68,1,0.0,0.001,0,7,1.75,0.0223880597,46.46,-46.46,0.1821292914,1.65,1,1.156716418,42.68
SKU-0348,HSTK,Diagnostic Tools : Injection/Kits/UV Lights,46.39,1,0.0,0.002,1,7,1.75,0.01492537313,-6.515,6.515,0.2686685035,2.33,1,1.104477612,46.39
SKU-0348,HREP,Diagnostic Tools : Injection/Kits/UV Lights,45.91,1,0.0,0.002,1,7,1.75,0.01492537313,-8.9,8.9,0.26876643,2.33,1,1.104477612,45.91
SKU-0653,CREP,Service Equipment : PM Equipment,43.06,1,0.0,0.001,#####,14,3.5,0.007,-10.16,10.16,0.1806388376,1.65,1,1.104477612,43.06
SKU-0583,HREP,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,6.95,1,0.0,0.001,0,7,1.75,2.835820896,6.49,-6.49,0.1804881499,1.28,7,26.85074627,48.65
SKU-0469,HSTK,Service Equipment : Recovery Machines,42.08,1,0.0,0.001,#####,7,1.75,0.007,45.22,-45.22,0.1820783777,1.65,1,1.052238806,42.08
SKU-0145,CREP,Service Equipment : PM Equipment : PM Adapters,44.92,1,0.0,0.001,#####,14,3.5,0.007,-14.08,14.08,0.1807997901,1.65,1,1.104477612,44.92
SKU-0015,CREP,Service Equipment : PM Equipment,43.67,1,0.0,0.001,0,14,3.5,0.007,44.46,-44.46,0.1820471727,1.65,1,1.104477612,43.67
SKU-0268,HREP,Diagnostic Tools : Injection/Kits/UV Lights,43.92,1,0.0,0.001,#####,7,1.75,0.01492537313,-23.73,23.73,0.1811960127,1.65,1,1.104477612,43.92
SKU-0271,HREP,Diagnostic Tools : Injection/Kits/UV Lights,45.16,1,0.0,0.001,#####,7,1.75,0.007,-12.3,12.3,0.1807267045,1.65,1,1.052238806,45.16
SKU-0374,HSTK,RRR,6.67,1,1.154700538,0.004,0,7,1.75,0.1194029851,6.32,-6.32,0.1862089556,1.96,7,7.835820896,46.69
SKU-0349,CREP,Diagnostic Tools : Injection/Kits/UV Lights,39.25,1,0.0,0.001,#####,14,3.5,0.007,-53.95,53.95,0.1824368256,1.65,1,1.104477612,39.25
SKU-0640,HREP,Service Equipment : PM Equipment,40.58,1,0.0,0.001,#####,7,1.75,0.007,-0.92,0.92,0.1802594493,1.28,1,1.052238806,40.58
SKU-0640,HSTK,Service Equipment : PM Equipment,46.88,1,0.0,0.006,#####,7,1.75,0.037,43.33,-43.33,0.1828874751,1.65,1,1.26119403,46.88
SKU-0668,CSTK,Service Equipment : PM Equipment,0.85,1,10.67555771,0.031,0,7,1.75,3.544776119,0.76,-0.76,0.2344292954,1.96,57,81.81343284,48.45
SKU-0201,CREP,Service Equipment : PM Equipment,37.38,1,0.0,0.001,1,14,3.5,0.007,-30.36,30.36,0.2694258884,2.33,1,1.104477612,37.38
SKU-0783,CSTK,Tools : Tubing Tools,37.47,1,0.0,0.001,0,7,1.75,0.007,42.97,-42.97,0.1819859943,1.65,1,1.052238806,37.47
SKU-0679,CSTK,Service Equipment : PM Equipment,8.02,1,0.996,0.01477832512,#####,7,1.75,0.2313432836,7.1,-7.1,0.1875107075,1.96,6,7.619402985,48.12
SKU-0947,HSTK,RRR,9.51,1,0.5681120688,0.037,1.921928089,7,1.75,0.2537313433,9.130333333,-9.130333333,0.3586733544,2.33,4,5.776119403,38.04
SKU-0446,HSTK,RRR,8.05,1,1.154700538,0.005,0,7,1.75,0.06,7.04,-7.04,0.1864601932,1.96,6,6.417910448,48.3
SKU-0186,HSTK,Service Equipment : Fuel Machines,46.18,1,0.0,0.001,0.9182958312,7,1.75,0.007,-40.46,40.46,0.262654081,1.96,1,1.052238806,46.18
SKU-0186,HREP,Service Equipment : Fuel Machines,37.26,1,0.0,0.002,0.9182958312,7,1.75,0.01492537313,-40.48,40.48,0.262876577,1.96,1,1.104477612,37.26
SKU-0318,HREP,Diagnostic Tools : Combustion Leak Tester,7.32,1,0.7867957925,0.009,1.457265909,7,1.75,0.075,-25.91142857,25.91142857,0.3143940546,2.33,5,5.52238806,36.6
SKU-0138,CREP,Service Equipment : PM Equipment : PM Adapters,47.18,1,0.0,0.001,#####,14,3.5,0.007,-124.29,124.29,0.185324939,1.96,1,1.104477612,47.18
SKU-1017,HREP,Instruments : Measurement & Test,37.97,1,0.0,0.001,0.9182958312,7,1.75,0.007,-18.53,18.53,0.2617536498,1.96,1,1.052238806,37.97
SKU-1017,HSTK,Instruments : Measurement & Test,41.46,1,0.0,0.001,0.9182958312,7,1.75,0.0223880597,40.98,-40.98,0.2626754318,1.96,1,1.156716418,41.46
SKU-1017,CREP,Instruments : Measurement & Test,37.74,1,0.0,0.002,0.9182958312,14,3.5,0.01492537313,-71.105,71.105,0.264134019,1.96,1,1.208955224,37.74
SKU-0498,HSTK,RRR,1.55,1,5.196152423,0.004,0,7,1.75,0.09,1.5,-1.5,0.2045065757,1.96,27,27.62686567,41.85
SKU-0988,CSTK,Instruments : AAB Smart Tools,44.32,1,0.0,0.002,0,7,1.75,0.01492537313,40.22,-40.22,0.182094756,1.65,1,1.104477612,44.32
SKU-0285,CREP,Diagnostic Tools : Injection/Kits/UV Lights,41.63,1,0.0,0.001,#####,14,3.5,0.037,-28.14,28.14,0.1813770843,1.65,1,1.52238806,41.63
SKU-1008,HSTK,Tools : Hand Tools,34.25,1,0.0,0.002,0,7,1.75,0.01492537313,39.64,-39.64,0.1820709416,1.65,1,1.104477612,34.25
SKU-0713,CREP,"Manifolds, Hoses, Accessories : Manifolds",40.26,1,0.0,0.001,#####,14,3.5,0.0223880597,-20.16,20.16,0.1810494309,1.65,1,1.313432836,40.26
SKU-0141,HSTK,Other,40.73,1,0.0,0.001,0,7,1.75,0.007,38.85,-38.85,0.1818168299,1.65,1,1.052238806,40.73
SKU-0391,CREP,Diagnostic Tools : Injection/Kits/UV Lights,8.84,1,0.4472135955,0.006,1,14,3.5,0.045,-40.784,40.784,0.2727872436,2.33,4,4.626865672,35.36
SKU-0868,HREP,RRR : RRR Service Part,41.45,1,0.0,0.002,#####,7,1.75,0.01492537313,-43.405,43.405,0.1822255299,1.65,1,1.104477612,41.45
SKU-0981,HREP,Diagnostic Tools : Injection/Kits/UV Lights,39.78,1,0.0,0.001,#####,7,1.75,0.007,-5.5,5.5,0.1804475011,1.28,1,1.052238806,39.78
SKU-0551,CREP,Service Equipment : MiST Machines,5.42,1,0.717,0.02955665025,#####,14,3.5,0.2014925373,5.65875,-5.65875,0.188834488,1.96,6,8.82,32.52
SKU-0651,CSTK,Service Equipment : PM Equipment,10.72,1,0.7071067812,0.002,0,7,1.75,0.037,9.44,-9.44,0.1840669928,1.96,4,4.26119403,42.88
SKU-0703,CSTK,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",2.65,1,2.121320344,0.002,0.9182958312,7,1.75,0.037,-2.055,2.055,0.2710070011,2.33,14,14.26119403,37.1
SKU-0436,HSTK,RRR,34.52,1,0.0,0.002,0,7,1.75,0.01492537313,37.53,-37.53,0.1819843064,1.65,1,1.104477612,34.52
SKU-0532,HSTK,RRR,0.14,1,37.72355586,0.009,0,7,1.75,1.23880597,0.16,-0.16,0.354198481,2.33,233,241.6716418,32.62
SKU-0240,HREP,RRR,35.87,1,0.0,0.001,#####,7,1.75,0.007,-22.27,-22.27,0.181136066,1.65,1,1.052238806,35.87
SKU-0453,HSTK,Service Equipment : Airlift,34.41,1,0.0,0.001,0.3244118032,7,1.75,0.007,-20.55,20.55,0.2095999448,1.96,1,1.052238806,34.41
SKU-0163,HREP,Diagnostic Tools : Smoke Diagnostics,3.1,1,1.79192619,0.2093596059,0,7,1.75,1.268656716,3.3,-3.3,0.2260208959,1.96,11,19.88059701,34.1
SKU-0766,HREP,Service Equipment : PM Equipment,39.09,1,0.0,0.001,#####,7,1.75,0.01492537313,-7.68,-7.68,0.1805370104,1.65,1,1.104477612,39.09
SKU-0037,HREP,Diagnostic Tools : Smoke Diagnostics,12.49,1,0.512,0.031,0,7,1.75,0.1865671642,11.97,-11.97,0.1883754281,1.96,3,4.305970149,37.47
SKU-0650,CREP,Service Equipment : PM Equipment,31.34,1,0.0,0.001,#####,14,3.5,0.007,-35.13,35.13,0.181664089,1.65,1,1.104477612,31.34
SKU-0182,HREP,Diagnostic Tools : Injection/Kits/UV Lights,12.46,1,0.5773502692,0.006,0,7,1.75,0.037,11.73,-11.73,0.1842322183,1.96,3,3.26119403,37.38
SKU-0437,HSTK,RRR,37.54,1,0.0,0.002,0,7,1.75,0.01492537313,35.18,-35.18,0.181887817,1.65,1,1.104477612,37.54
SKU-0834,HREP,RRR : RRR Service Part,35.32,1,0.0,0.001,#####,7,1.75,0.01492537313,-15.25,15.25,0.1808478295,1.65,1,1.104477612,35.32
SKU-0833,HREP,RRR : RRR Service Part,40.4,1,0.0,0.001,#####,7,1.75,0.0223880597,-15.25,15.25,0.1808478295,1.65,1,1.156716418,40.4
SKU-0855,HREP,RRR : RRR Service Part,32.17,1,0.0,0.002,#####,7,1.75,0.01492537313,-81.71,81.71,0.1837983075,1.96,1,1.104477612,32.17
SKU-0114,CREP,Service Equipment : PM Equipment,29.79,1,0.0,0.001,#####,14,3.5,0.007,-18.24,-18.24,0.1809705969,1.65,1,1.104477612,29.79
SKU-0656,CSTK,Service Equipment : PM Equipment,0.86,1,6.352975218,0.02093596059,0,7,1.75,1.507462687,1.0,-1.0,0.2128836428,1.96,34,44.55223881,29.24
SKU-0323,HSTK,Diagnostic Tools : Injection/Kits/UV Lights,31.74,1,0.0,0.001,0,7,1.75,0.007,33.55,-33.55,0.1815992154,1.65,1,1.052238806,31.74
SKU-0388,HREP,Diagnostic Tools : Injection/Kits/UV Lights,33.28,1,0.0,0.001,1.37095059,7,1.75,0.01492537313,-67.94,67.94,0.3035968413,2.33,1,1.104477612,33.28
SKU-0388,CSTK,Diagnostic Tools : Injection/Kits/UV Lights,29.09,1,0.0,0.001,1.37095059,7,1.75,0.007,-78.24,78.24,0.3040197524,2.33,1,1.052238806,29.09
SKU-0880,CREP,RRR : RRR Accessory,33.95,1,0.0,0.001,1.251629163,14,3.5,0.052,-62.4,62.4,0.29287414,2.33,1,1.731343284,33.95
SKU-0965,CREP,"Manifolds, Hoses, Accessories : Couplers",6.15,1,0.7071067812,0.002,#####,14,3.5,0.0223880597,-14.125,14.125,0.1842593556,1.96,6,6.313432836,36.9
SKU-0711,HREP,Tools : Hand Tools,35.7,1,0.0,0.001,1,7,1.75,0.007,-1.4,-1.4,0.2682368101,2.33,1,1.052238806,35.7
SKU-0711,CREP,Tools : Hand Tools,34.48,1,0.0,0.001,1,14,3.5,0.007,-15.26,15.26,0.2688058925,2.33,1,1.104477612,34.48
SKU-0387,CSTK,Diagnostic Tools : Injection/Kits/UV Lights,34.36,1,0.0,0.001,1.46275522,7,1.75,0.007,-47.23,47.23,0.3108214,2.33,1,1.052238806,34.36
SKU-0695,HREP,Instruments : AAB Smart Tools,34.92,1,0.0,0.001,0,7,1.75,0.007,32.66,-32.66,0.1815626726,1.65,1,1.052238806,34.92
SKU-0695,CSTK,Instruments : AAB Smart Tools,32.6,1,0.0,0.001,0,7,1.75,0.007,32.66,-32.66,0.1815626726,1.65,1,1.052238806,32.6
SKU-0463,CREP,Service Equipment : PM Equipment : PM Adapters,31.68,1,0.0,0.001,1,14,3.5,0.01492537313,-17.57,17.57,0.2689007395,2.33,1,1.208955224,31.68
SKU-0463,HREP,Service Equipment : PM Equipment : PM Adapters,30.75,1,0.0,0.001,1,7,1.75,0.007,-23.67,23.67,0.2691512014,2.33,1,1.052238806,30.75
SKU-0607,HSTK,Other,9.56,1,0.4472135955,0.007,#####,7,1.75,0.045,10.86,-10.86,0.1838226067,1.96,3,3.313432836,28.68
SKU-0288,HREP,RRR : RRR Service Part,11.0,1,0.5773502692,0.006,0.86,7,1.75,0.037,-24.99,24.99,0.2606947238,1.96,3,3.26119403,33.0
SKU-0049,HREP,Diagnostic Tools : Smoke Diagnostics,5.35,1,1.069044968,0.01477832512,0,7,1.75,0.09,5.39,-5.39,0.1877738454,1.96,6,6.626865672,32.1
SKU-1012,HSTK,Tools : Hand Tools,28.63,1,0.0,0.002,0,7,1.75,0.01492537313,32.33,-32.33,0.1817707979,1.65,1,1.104477612,28.63
SKU-0805,HSTK,Diagnostic Tools : Injection/Kits/UV Lights,5.0,1,1.0,0.005,0,7,1.75,0.045,5.37,-5.37,0.1856836439,1.96,6,6.313432836,30.0
SKU-0429,HREP,RRR,34.64,1,0.0,0.001,0,7,1.75,0.007,31.89,-31.89,0.1815310569,1.65,1,1.052238806,34.64
SKU-0533,HSTK,RRR,0.12,1,39.33174632,0.009,0,7,1.75,2.611940299,0.13,-0.13,0.3615570619,2.33,243,261.2835821,29.16
SKU-0068,HSTK,Service Equipment : PM Equipment,30.44,1,0.0,0.001,#####,7,1.75,0.007,31.13,-31.13,0.1814998517,1.65,1,1.052238806,30.44
SKU-0068,HREP,Service Equipment : PM Equipment,27.97,1,0.0,0.004,#####,7,1.75,0.0223880597,-63.13,63.13,0.1832571001,1.65,1,1.156716418,27.97
SKU-0185,CREP,Service Equipment : PM Equipment,27.88,1,0.0,0.001,#####,14,3.5,0.007,-10.89,-10.89,0.1806688109,1.65,1,1.104477612,27.88
